first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
Mariusz,Kwiatkowski,SP/608132/2018,2018-05-18,3853.4100000000008,SPRZEDAØ,true 
arkadiusz,Zawadzki,SP/836021/2010,2010-01-10,3557.4,SPRZEDAØ,PRAWDA
marzena,StÍpieÒ,LO/354763/2013,2013/08/02,"4 497,768000000001",LOGISTYKA,TAK
JAN,Ko≥odziej,CZ/107022/2014,2014-02-18,3284.0,CZYSTOå∆,nie
,ZiÛ≥kowski,KS/196895/2015,2015-08-22,"6 473,4",KSI GOWOå∆ ,Fa≥sz
BOGUMI£A,Dudek,OC/778083/2011,2011-12-11T00:00:00,"3 711,3120000000004",OCHRONA,true
Arkadiusz,Nowicki,SP/810382/2018,2018-02-07,4878.554999999999,SPRZEDAØ,
Grzegorz,MAKOWSKI,MA/282323/2013,2013-11-10,3550.4,MARKETING,Fa≥sz
Wiktor,Grabowski,KA/523405/2009,2009-06-24,4405.5650000000005,KADRY,Fa≥sz
LESZEK,CZARNECKI,LO/782035/2015   ,2015-05-14,"3 112,425",LOGISTYKA,Nie
Krzysztof,Dπbrowski  ,KS/496221/2011,2011-05-25T00:00:00 ,6918.0,KSI GOWOå∆,False  
Joanna,JasiÒska,IT/446544/2013,2013-06-13T00:00:00,"5 716,5",IT,nie ma
s≥awomir,Pietrzak,KA/750203/2012,2012/10/06  ,3416.6650000000004,KADRY,Fa≥sz
Eugenia  ,Michalska,SP/619118/2018,2018-03-29 ,3474.24,SPRZEDAØ,1
Genowefa,Nowicka,SP/561725/2016,2016-11-14T00:00:00,4003.065,SPRZEDAØ,tak
ALDONA,Malinowska,SP/846959/2018  ,2018-08-26,"5 443,185",SPRZEDAØ ,ma
cezary,Pietrzak,MA/620702/2012,2012-06-28,4502.432,MARKETING,Tak
JÛzefa,Wieczorek  ,LO/586496/2015,2015-02-03T00:00:00,3661.7130000000006,LOGISTYKA,PRAWDA
Micha≥  ,LASKOWSKI,SP/707881/2012,2012-06-28T00:00:00,"4 614,0",SPRZEDAØ,False
alfred,Mazur,SP/934855/2011,2011-09-02,4290.0,SPRZEDAØ,Fa≥sz
Irena,SzymaÒska,MA/739202/2018,2018-02-07,4125.6 ,MARKETING,nie ma
Graøyna,Szewczyk,KS/273575/2009,2009-08-13,6392.760000000001,KSI GOWOå∆,true
Robert,Michalak,SP/485753/2016,2016-03-09,3756.39,SPRZEDAØ,true
Danuta,witkowska,OC/688507/2009  ,2009-06-24 ,4011.513000000001,OCHRONA,1
genowefa,Dudek,MA/213983/2012,2012-05-09,3590.4,MARKETING,Fa≥sz
Irena,Piotrowska,MA/256592/2015  ,2015/07/03,4435.552,MARKETING,TAK
zenon,StÍpieÒ,LO/842013/2018,2018-08-26T00:00:00,3905.55,LOGISTYKA,NIE
Wojciech,Makowski,MA/703585/2012,2012/06/28,3772.9120000000003,MARKETING,MA
RÛøa,Woüniak,LO/200653/2012,2012-11-25,3777.8400000000006,LOGISTYKA,MA
Bernard,OSTROWSKI,SP/680574/2015,2015-07-03T00:00:00,4870.8,SPRZEDAØ,TAK
Grzegorz,JasiÒski,KA/225613/2017,2017-12-19,5094.540000000001,KADRY,MA
Anna,,KS/646557/2016,2016-06-17,4304.0,KSI GOWOå∆,NIE MA  
Robert,PAW£OWSKI,MA/245949/2011,2011/10/22,5067.216000000001,MARKETING,ma
Mieczys≥aw  ,Zalewski,SP/593513/2012,2012-03-20,5597.79,SPRZEDAØ ,PRAWDA 
Piotr,Zalewski,LO/623008/2014,2014-04-09,4535.865000000001,LOGISTYKA,
rozalia,Michalska,SP/768936/2017,2017-02-22   ,5216.145000000001 ,SPRZEDAØ ,tak    
Artur,KrÛl,IT/815084/2016,2016-09-25,8411.0,IT ,nie ma
Feliks,Paw≥owski,KS/813695/2012,2012/10/06,5896.000000000001,KSI GOWOå∆  ,Tak
Rozalia,,KS/894496/2018,2018-03-29,6155.0,KSI GOWOå∆,nie
Genowefa,Witkowska,KS/223664/2015,2015-11-30,5397.92,KSI GOWOå∆,
Aneta,Olszewska,SP/180864/2017,2017-09-10,5416.29  ,SPRZEDAØ,Prawda
Genowefa,szymaÒska,OC/373768/2010,2010-03-01,"3 594,6900000000005",OCHRONA,nie
Arkadiusz,Chmielewski,LO/468335/2013 ,2013-04-24,3657.5550000000003,LOGISTYKA,True
RENATA,Woüniak,MA/742924/2011,2011-04-05,4954.400000000001,MARKETING,MA 
sylwia,Rutkowska,SP/258734/2014,2014/10/26,"3 402,0",SPRZEDAØ ,FA£SZ
Natalia,KamiÒska,KA/844410/2010,2010/09/17,3544.85,KADRY,Nie
Eleonora,StÍpieÒ,KA/128673/2015,2015-02-03,4726.725,KADRY,False
ALEKSANDRA,Kowalczyk,LO/700659/2010,2010-03-01T00:00:00,4228.0650000000005,LOGISTYKA,FA£SZ
Czes≥awa,Rutkowska,KS/446832/2009 ,,6094.0,,false
Aleksander,KrÛl  ,LO/872641/2009,2009-08-13 ,3161.295,LOGISTYKA,NIE MA
Julia,Wiúniewska,CZ/549911/2015,2015-03-25,2988.4800000000005,CZYSTOå∆,ma
Sylwester ,MALINOWSKI,MA/439478/2015,,4948.0,MARKETING,False
Ludwik, ,MA/102026/2010,2010-11-06T00:00:00  ,4678.400000000001 ,MARKETING,nie
Boles≥aw,SzczepaÒski,CZ/971139/2013  ,2013-01-14,2488.0,CZYSTOå∆,NIE
MIECZYS£AW,Szewczyk,CZ/164134/2013,2013-09-21,"3 156,0",CZYSTOå∆,Fa≥sz
Artur,Gajewski,LO/463537/2010,2010-07-29,3724.825500000001,LOGISTYKA,ma
Jacek,WIåNIEWSKI,SP/426856/2018,2018-02-07,5220.0,SPRZEDAØ,nie  
romuald,Borkowski,MA/215791/2011,2011-09-02,4069.12,MARKETING,false
Wanda,piotrowska,SP/639492/2010,2010-09-17,4328.4,SPRZEDAØ,nie
Lech,GÛrski  ,MA/103966/2015,2015-08-22  ,6142.400000000001,MARKETING,PRAWDA
ZUZANNA,Olszewska,SP/772530/2013,2013-03-05,3665.5499999999997,SPRZEDAØ,False
Alojzy,Jaworski,SP/394786/2010,2010-03-01,5086.950000000001,SPRZEDAØ,1
Halina,JasiÒska,LO/416348/2013,2013-03-05T00:00:00,3122.55,LOGISTYKA,0
Franciszka,stÍpieÒ,KA/369273/2012,2012-01-30,"4 255,0599999999995",KADRY,0
Antoni,Lis  ,SP/330392/2014,2014-02-18,"4 392,0",SPRZEDAØ,Nie
Wanda,Sikora,LO/214589/2011,2011-04-05T00:00:00,3329.1000000000004,LOGISTYKA,nie ma
Honorata,Kwiatkowska,LO/827999/2013 ,2013-12-30,2984.8500000000004,LOGISTYKA,NIE
Olga,Kaczmarek,IT/185748/2017,2017-01-03,6438.5,IT,NIE MA
roman,Wasilewski,LO/150044/2017,2017-12-19T00:00:00,3943.3500000000004,LOGISTYKA,nie  
Dariusz,Kowalski,KS/256723/2017,2017-12-19,6813.8,KSI GOWOå∆,NIE MA
Jolanta,Nowak,KS/890208/2018,2018/02/07,6408.8,KSI GOWOå∆,nie
Bernadeta,Wiúniewska,MA/906398/2017,2017-06-02,3992.0,MARKETING,false
Romuald,NOWAKOWSKI  ,LO/114654/2010,2010-11-06,3350.835,LOGISTYKA,NIE MA
Michalina,SzymaÒska,MA/580348/2011 ,2011-02-14T00:00:00,"4 482,72",MARKETING,ma
przemys≥aw,piotrowski,SP/535952/2015,2015-03-25,4319.700000000001  ,SPRZEDAØ,True
Robert,G≥owacki,MA/413077/2014,2014/02/18,"4 223,472000000001",MARKETING,Prawda 
Miros≥aw,Szewczyk,IT/538717/2015,2015-11-30,"6 760,875000000001",IT,tak  
Waldemar,Baran,CZ/287938/2009 ,2009/08/13 ,2460.4,CZYSTOå∆,0
BOLES£AW,Soko≥owski,CZ/377247/2017 ,2017-04-13,2372.0  ,CZYSTOå∆ ,FA£SZ
urszula,Walczak,KA/198098/2009,2009/06/24,5025.1,KADRY,0
ALOJZY,WÛjcik,CZ/671752/2018,2018-05-18 ,3441.0,CZYSTOå∆,nie
 ,Jaworski,IT/468010/2014 ,2014-02-18,7832.000000000001,IT  ,Prawda
Czes≥awa,Dudek,SP/141973/2010,2010-11-06,"3 280,5",SPRZEDAØ,false
Waldemar,Witkowski,LO/768104/2013,2013/09/21,3040.2000000000003,LOGISTYKA,NIE
Joanna,Jankowska,OC/288634/2018,2018-02-07 ,3672.350000000001,OCHRONA,true
CZES£AW,zawadzki,LO/543441/2014 ,2014-04-09,"4 558,545 ",LOGISTYKA,false
Jolanta,Wieczorek,SP/726259/2017,2017-06-02,4735.5,SPRZEDAØ,0 
Henryka ,GÛrska,KA/790932/2012 ,2012-01-30,5403.3 ,,0
Regina ,Kaczmarek,LO/605909/2013,2013-11-10,4655.07,LOGISTYKA,0
Henryk,Marciniak,MA/660031/2011,2011/07/14,3862.4,MARKETING,NIE
Artur,Rutkowski,KS/584877/2017  ,2017/06/02 ,6743.880000000001,KSI GOWOå∆,ma
Grzegorz,Majewski,IT/414144/2018,2018-07-07,5612.5,IT,nie ma
Zenon,StÍpieÒ,MA/706805/2012   ,2012-08-17,4118.400000000001,MARKETING,NIE MA
Stanis≥aw,JasiÒski,MA/244126/2014,2014/07/18  ,3675.6800000000003,MARKETING,false
Eugenia,G”RSKA,LO/822812/2012,2012-05-09,3213.0  ,LOGISTYKA,0 
Daniela,Zajπc,KA/667449/2017, ,4944.5,KADRY,Nie
Maria,RUTKOWSKA,OC/510477/2015,2015-08-22,2865.5220000000004,OCHRONA,ma
ZBIGNIEW,Wiúniewski,MA/677801/2016,2016-09-25,4496.0,MARKETING,0
Zuzanna,PIOTROWSKA,LO/522187/2015,2015-02-03,"3 086,1000000000004",LOGISTYKA,NIE
Zuzanna,Kowalczyk,MA/628619/2017,2017-07-22,4265.6,MARKETING  ,NIE
Lech,kucharski,SP/821741/2009,2009-06-24,3778.5,SPRZEDAØ ,0
Weronika ,Jankowska,MA/837763/2017,2017-09-10,5304.64,MARKETING,Fa≥sz
krystyna,Michalak,SP/784885/2016,2016-03-09,"4 931,85 ",SPRZEDAØ,NIE
Zygmunt,Mazur  ,LO/782971/2011,2011-04-05,4197.555,LOGISTYKA,nie
Ma≥gorzata,Malinowska,CZ/655846/2018,2018-03-29,2862.9,CZYSTOå∆,NIE MA
Lucjan  ,Lis,SP/615391/2018,,"5 685,735000000001",SPRZEDAØ ,TAK
Antoni,wasilewski,KA/539378/2016,2016-01-19  ,4546.894,KADRY ,ma
bronis≥awa,Krawczyk,SP/621260/2018,2018/03/29  ,4604.655,SPRZEDAØ,True
Barbara,Lewandowska ,KA/100887/2015 ,2015-05-14,4791.05,KADRY,nie
,Paw≥owska,MA/122825/2009,2009-06-24,5572.160000000001,MARKETING,PRAWDA
Alicja,Walczak,CZ/930400/2018,2018-03-29,"3 050,0",CZYSTOå∆,NIE
Wiktor,Makowski,SP/684280/2010,2010/03/01 ,5467.935,SPRZEDAØ,Prawda
lech,Wieczorek,MA/613765/2017,2017-10-30T00:00:00 ,3811.36,MARKETING,0
JÛzef,Majewski,LO/625794/2016,2016/01/19,4135.725000000001,LOGISTYKA,PRAWDA
Sabina,Wojciechowska,KA/325959/2014,2014-07-18,4880.02,KADRY,nie ma
Jerzy,Gajewski  ,MA/409792/2010,2010-04-20,"5 228,32",MARKETING,NIE
Alicja  ,Grabowska,KS/324349/2015,2015-08-22,"5 776,0",KSI GOWOå∆,NIE
Zenon,Kaczmarek,SP/331230/2009,2009-11-21T00:00:00,4058.7000000000003,SPRZEDAØ,NIE
Krystyna,Pietrzak,KA/655194/2015,2015-03-25T00:00:00,4416.415,KADRY,false
BRONIS£AW,Sawicki,MA/663306/2009,2009-08-13,4056.0,MARKETING,Nie
Artur,Marciniak,SP/299374/2012  ,2012/05/09  ,4003.5,SPRZEDAØ,false
Zygmunt,Majewski,IT/356693/2014,2014-04-09,6037.5,IT,Fa≥sz
Regina,Dudek,LO/656993/2017,2017-09-10,4634.685,LOGISTYKA,PRAWDA 
,Dπbrowski,MA/764476/2013,2013-11-10,4358.400000000001,,false 
Jacek,Sawicki,KA/781640/2011,2011/07/14,5186.3 ,KADRY,nie
Regina,paw≥owska,KS/458739/2009,2009-11-21T00:00:00,4696.0,KSI GOWOå∆,false
Zofia,Nowakowska,OC/473085/2017,2017/10/30,2332.0 ,OCHRONA,nie
Helena,Nowak,MA/995503/2010,2010-09-17,3707.6800000000003,MARKETING,NIE
Bronis≥aw,ZiÛ≥kowski,SP/464135/2014,2014-05-29,"3 894,0",SPRZEDAØ,False
JÛzef,Kowalczyk,KA/669767/2013,2013-12-30,4053.0950000000003,KADRY,false 
Robert,Szewczyk,SP/731323/2013,2013-09-21,3156.0,SPRZEDAØ,nie
Maria,WÛjcik,KA/991054/2015,2015-07-03,"4 588,496",KADRY,Prawda
Robert,Jankowski,KA/239138/2010,2010-09-17 ,3801.685,,false
Henryka,michalska,LO/889835/2015,2015-02-03,3210.3,LOGISTYKA,FA£SZ
Katarzyna,jaworska,SP/845279/2014,2014-07-18,4225.799999999999,SPRZEDAØ,FA£SZ
Waldemar,ZiÛ≥kowski ,LO/375009/2018,2018-03-29,3273.75,LOGISTYKA,Nie
Adam,SAWICKI ,SP/773165/2011,,3997.0499999999997,SPRZEDAØ,NIE
Janusz,StÍpieÒ,LO/968369/2014,2014/07/18,4195.8,LOGISTYKA,false
Ludwika,ZieliÒska,ZA/582684/2010,2010-01-10 ,80250.0,ZARZ•D,nie  
Zuzanna,Kwiatkowska ,SP/241586/2017,2017-10-30     ,4247.4,SPRZEDAØ,Fa≥sz
Aniela,WrÛblewska,SP/992337/2013,2013-06-13,5499.450000000001,SPRZEDAØ,MA
Lech,Kubiak,IT/656496/2013,2013-01-14,9006.25,IT,TAK
Honorata,Jab≥oÒska,KS/994227/2016,2016/11/14,5453.580000000001,KSI GOWOå∆,PRAWDA
Bernard,Soko≥owski    ,CZ/454075/2014,2014-04-09,"3 267,0  ",CZYSTOå∆,Nie
Ryszard,,IT/484261/2011,2011-12-11,7043.575000000001,IT,tak
Julian,ZiÛ≥kowski,KS/970617/2012,2012/08/17,5628.0,KSI GOWOå∆,NIE
wojciech,JasiÒski,MA/592510/2015,2015-07-03T00:00:00,5501.760000000001,MARKETING,tak
,KamiÒski,LO/493400/2015,2015/08/22,5001.4800000000005,LOGISTYKA,TAK
,Zajπc,OC/609516/2012,2012-11-25,3303.3,OCHRONA,0
Wies≥awa,Witkowska,SP/351586/2012,2012-11-25,5052.75,SPRZEDAØ,NIE
Wiktor,Walczak,OC/377121/2011,2011/12/11,"3 798,3",OCHRONA,nie
Ryszard,Zakrzewski,SP/194130/2012,2012-11-25,3632.8500000000004,SPRZEDAØ,
franciszka,Michalak,MA/475535/2010,2010-01-10,5098.72,MARKETING,Prawda
Genowefa,,CZ/255539/2015,2015-11-30,3463.0,CZYSTOå∆,Fa≥sz
ZENON,KamiÒski,SP/299747/2015,2015-11-30,5224.799999999999 ,SPRZEDAØ,Fa≥sz
Olga,Lewandowska,MA/252929/2017,2017-12-19,4078.4,MARKETING,Nie
Bogumi≥a,Walczak,KA/180584/2017,2017-02-22T00:00:00,"5 442,871500000001",KADRY,PRAWDA
Wac≥awa,JAWORSKA,KS/113842/2012,2012-03-20  ,6243.6,KSI GOWOå∆,tak
Izabela,WOèNIAK,IT/865345/2016,2016-08-06T00:00:00  ,7480.0,IT,False
Weronika,KAMI—SKA,CZ/933328/2012,2012-05-09,2823.37,,Prawda
Barbara     ,,SP/263928/2016,2016-01-19T00:00:00 ,"3 902,2500000000005",SPRZEDAØ,tak
Lucyna,OLSZEWSKA,CZ/562590/2013,2013-03-05,3177.9,CZYSTOå∆,1
Graøyna,Adamczyk,KS/478829/2013,2013-11-10,5691.400000000001,KSI GOWOå∆,TAK
Maciej,Majewski,KA/239428/2009,2009-08-13,"4 160,975",KADRY,NIE
Jolanta,Adamczyk,SP/702718/2011 ,,4899.0,SPRZEDAØ,FA£SZ
Wiktoria ,Mazur,MA/395357/2012,2012/08/17 ,4600.0,MARKETING ,NIE MA
ZENON ,Nowicki,IT/989441/2012,2012-05-09,7143.0,IT  ,false 
TOMASZ,Sobczak ,MA/736399/2014,2014-02-18,3736.0,,FA£SZ
Izabela,Majewska,MA/157023/2016,2016/06/17,"3 745,6000000000004",MARKETING,0
Miros≥aw,Malinowski,ZA/914828/2012,2012/03/20,61891.50000000001,ZARZ•D,MA
W≥adys≥aw,Walczak,CZ/240422/2014 ,2014-05-29,3776.6300000000006,CZYSTOå∆,TAK
JÛzefa,Mazur,MA/331387/2014 ,2014-04-09T00:00:00,4598.400000000001,MARKETING,False
Eleonora,WrÛblewska,SP/709849/2013,2013-03-05,5159.55,SPRZEDAØ,1
renata,Szewczyk,IT/466055/2014,2014-04-09,"6 065,0",IT ,0
barbara,KACZMAREK,KS/374647/2016,2016-06-17,4638.4,KSI GOWOå∆,nie
Jolanta,Walczak,SP/723002/2016,2016-04-28,3225.4500000000003,SPRZEDAØ,nie ma
WITOLD,Adamczyk,SP/353354/2018,2018-07-07,4904.79,SPRZEDAØ,True
Gertruda,,KA/496491/2010,2010-01-10,"3 262,13",KADRY,Fa≥sz
Leszek,B•K,MA/931331/2018,2018/07/07,4042.7200000000007,MARKETING,Prawda
Alojzy,Borkowski,IT/679350/2015,2015-03-25,5896.25,IT,FA£SZ
Wies≥aw,soko≥owski,SP/231444/2014,2014-10-26T00:00:00,3441.0,SPRZEDAØ,Nie 
Jadwiga,RUTKOWSKA,MA/519489/2013,2013/04/24,4507.2,MARKETING,FA£SZ  
Mariusz,Borkowski,IT/915163/2016,2016/04/28,7174.750000000001,IT,1
£ucja,Zajπc  ,KS/716731/2010,2010-01-10,5808.000000000001,KSI GOWOå∆,Prawda
KAZIMIERZ  ,Koz≥owski,LO/255935/2011,2011/05/25,3503.2500000000005,LOGISTYKA,false
Lidia ,ZAJ•C,MA/590771/2018,2018-03-29T00:00:00,4870.400000000001,MARKETING,False
,Baran,MA/383834/2014,2014/10/26,4642.72 ,MARKETING,nie ma
Henryk,StÍpieÒ   ,LO/533220/2012  ,,4122.954000000001,LOGISTYKA,PRAWDA
HENRYKA,jankowska,KA/321979/2018,2018-10-15T00:00:00,"4 148,265",KADRY,0
Bogus≥awa,Dπbrowska,KA/450088/2012,2012-03-20,"5 083,628",KADRY,
Sabina,Rutkowska,IT/724265/2009,2009-10-02,9369.25,IT,Tak
Aleksander,Rutkowski ,LO/343488/2010,2010-09-17,3554.941500000001,LOGISTYKA,True
Bronis≥aw,wiúniewski,IT/469319/2012,2012/10/06,6983.25,IT,Fa≥sz  
Marian,Duda,CZ/290983/2009,2009-08-13,2740.2,CZYSTOå∆,false
Boles≥aw,Tomaszewski,LO/618822/2013,2013-01-14  ,3134.8350000000005,LOGISTYKA,True
Irena,Wojciechowska,LO/350194/2018  ,2018-07-07,"4 327,425",LOGISTYKA,nie
Witold,SZULC,OC/264339/2013,2013-11-10,"4 074,0700000000006",OCHRONA,True
Grzegorz ,Majewski,SP/781171/2018 ,2018-07-07,"4 696,395000000001",SPRZEDAØ,ma
Urszula,Pawlak,KS/722005/2011,2011-04-05,4631.8,KSI GOWOå∆,false
Tomasz,Majewski,SP/510235/2017,2017/09/10,3555.7500000000005,SPRZEDAØ,true
Julia,WR”BLEWSKA,KS/590089/2011,2011-10-22T00:00:00,6284.6,KSI GOWOå∆,nie ma
Zuzanna,malinowska,MA/561892/2017 ,2017-09-10,4862.176,MARKETING,true
Marzena,WrÛbel,KA/103934/2017,2017-10-30,5077.490000000001,KADRY,true
Antonina,KWIATKOWSKA  ,MA/578778/2015,2015/11/30,5152.16,MARKETING,NIE MA
Henryk,DUDEK,CZ/384822/2017,2017/07/22,"3 268,6",CZYSTOå∆,nie
Krystyna,SZEWCZYK,ZA/787077/2011,2011/04/05,60453.250000000015,ZARZ•D,ma
Mariusz,Szewczyk,CZ/884736/2013,2013-09-21,2476.2,CZYSTOå∆,FA£SZ
Grzegorz,SIKORA,MA/259887/2010,2010-06-09T00:00:00,5441.4400000000005,MARKETING,Nie
Czes≥awa,TOMASZEWSKA,SP/864479/2013,2013/08/02,5630.79,SPRZEDAØ,Prawda
Zdzis≥aw  ,Soko≥owski,MA/788124/2011,2011-09-02,"5 913,6",MARKETING,Prawda
DARIUSZ,RUTKOWSKI ,LO/195287/2015,2015-07-03,3879.9,LOGISTYKA,False
Marek,Baran,KA/651664/2014,2014-07-18T00:00:00  ,"3 730,85",KADRY,Nie
Marianna,ZieliÒska,KS/797026/2013,2013-03-05,5480.6,KSI GOWOå∆,nie ma  
Stanis≥aw,Zajπc,SP/420812/2010,2010/03/01,4588.650000000001,SPRZEDAØ,MA
Olga,Kaczmarek,KA/209438/2017,2017/09/10,4454.7,KADRY,FA£SZ
Julian ,Wiúniewski,LO/754829/2014,2014-04-09T00:00:00,3802.788000000001,LOGISTYKA,Prawda
HALINA,SzymaÒska,SP/900914/2010,2010-01-10,3910.005,SPRZEDAØ,PRAWDA
Zuzanna,Adamczyk,ZA/442288/2010,2010-06-09T00:00:00,"79 250,0",ZARZ•D,nie ma
alina ,krÛl,MA/417629/2018,2018-10-15T00:00:00,5482.752 ,MARKETING,Tak
rozalia,KAMI—SKA,SP/563447/2014,2014-10-26  ,5122.5,SPRZEDAØ,FA£SZ
Bogdan,Kowalczyk,CZ/325679/2013,2013/03/05,"3 197,0",CZYSTOå∆,nie ma
Wiktor,Pawlak ,OC/116201/2010,2010-03-01,2400.2000000000003 ,OCHRONA,NIE
Celina,JAWORSKA,KS/710537/2014 ,2014-02-18,6202.2,KSI GOWOå∆ ,FA£SZ
Rafa≥,Witkowski,CZ/345545/2014 ,2014-09-06T00:00:00,3441.9,,Tak
Andrzej,zawadzki,LO/877709/2009,2009-06-24,3013.335,LOGISTYKA,FA£SZ
EDYTA,Baran ,CZ/604788/2017,2017-07-22,2345.2000000000003,CZYSTOå∆,Prawda
Edyta,W”JCIK,MA/430574/2016,2016-01-19,4747.2,MARKETING,false  
Olga,Witkowska,MA/640495/2013,2013-03-05,"5 426,080000000001",MARKETING,TAK
Sylwester,Mazur,SP/353476/2010,2010-09-17,4338.0  ,SPRZEDAØ,
rÛøa,Kwiatkowska,KS/898817/2011,2011-02-14,5062.2,KSI GOWOå∆ ,False
Monika,JasiÒska,LO/537804/2012,2012-11-25,3834.0000000000005,LOGISTYKA,False
Rafa≥,Wiúniewski,LO/923214/2012,2012-05-09,4484.700000000001,LOGISTYKA,Prawda
Eugeniusz,Kaczmarek,SP/795141/2018,2018-05-18,5219.28,SPRZEDAØ  ,Tak
Leszek,szulc,LO/439915/2017,2017-01-03,4847.040000000001,LOGISTYKA,tak
Jaros≥aw,Krupa,SP/310028/2012,2012-10-06,3202.5,SPRZEDAØ,nie
Beata,Grabowska,KS/516530/2013,2013-04-24,5756.0,KSI GOWOå∆,NIE MA
S≥awomir,maciejewski,KS/388572/2017,2017-10-30,5421.4,KSI GOWOå∆  ,False
Anna,KWIATKOWSKA,SP/936830/2010,2010-09-17,3604.5,SPRZEDAØ,0
     ,Malinowska ,KA/607998/2015,2015-08-22 ,4449.12,KADRY,NIE 
Kazimiera,Ostrowska,LO/410281/2010,2010-04-20,3766.5000000000005,LOGISTYKA,NIE MA
Marek,Makowski,KA/918591/2017,2017/07/22,4219.1,KADRY,False
Lucjan,OLSZEWSKI  ,KS/524615/2012,2012/01/30,5346.6,KSI GOWOå∆,FA£SZ
Dorota,Kwiatkowska,SP/994948/2012,2012-10-06,5104.5,SPRZEDAØ,nie
Daniela,Malinowska,KS/478169/2016,2016-04-28,5973.0,KSI GOWOå∆,False
Wojciech,Adamczyk,SP/700480/2012,2012-01-30T00:00:00,4619.4,SPRZEDAØ,NIE
karolina,paw≥owska,CZ/268112/2010,2010-09-17,"2 762,0",CZYSTOå∆,false
Joanna,KamiÒska,SP/501944/2015,2015-02-03,"4 089,0",SPRZEDAØ,Nie
,W”JCIK,SP/385123/2013,2013/11/10,5093.1,SPRZEDAØ,FA£SZ
julia,Kwiatkowska,CZ/114400/2014,2014-10-26,"3 367,65",CZYSTOå∆,tak
Ewa,KamiÒska,SP/488913/2009,2009-11-21,"4 028,1000000000004",SPRZEDAØ,nie ma
bogdan,ZI”£KOWSKI,MA/730335/2017,2017-09-10,4881.92 ,MARKETING,NIE MA
kazimiera ,Wiúniewska,CZ/310593/2013,2013-08-02,2549.7,CZYSTOå∆,FA£SZ
Mariusz  ,Sobczak,ZA/475714/2012,2012/03/20,67225.0,ZARZ•D,Nie
,Tomaszewska,MA/742340/2011,2011-10-22,4339.808000000001,MARKETING,PRAWDA
Edyta,KRAWCZYK,MA/307590/2018,2018-05-18,3491.2000000000003,MARKETING,FA£SZ
Olga,Lewandowska,MA/426201/2010  ,2010-06-09  ,3920.3199999999997,MARKETING,Fa≥sz 
Artur,Wiúniewski,OC/785658/2011,2011-12-11,3626.370000000001,OCHRONA,ma 
Sabina,KrÛl,CZ/210003/2013,2013/12/30,"2 561,9",CZYSTOå∆,1
zdzis≥aw,Mazurek,LO/901452/2012,2012-03-20,"3 565,3500000000004  ",LOGISTYKA,nie
antonina  ,Woüniak,KA/452140/2015,2015/10/11,"3 607,16  ",KADRY,Nie
Witold,Pawlak,KS/138579/2009,2009/08/13,6857.6,KSI GOWOå∆,false
Jaros≥aw,Kalinowski,LO/430139/2012,2012-08-17T00:00:00,2861.0550000000003,LOGISTYKA,Fa≥sz
Arkadiusz,Malinowski,KA/489118/2013,2013-01-14,4260.795000000001,KADRY,TAK
zdzis≥aw,Sadowski,SP/161609/2013,2013-04-24,4302.0,SPRZEDAØ,nie ma
agata,JasiÒska,MA/881868/2013,2013-12-30,4819.760000000001,MARKETING,1
Ludwik,Tomaszewski,OC/484568/2015,2015-03-25     ,3123.67,OCHRONA,0
W≥adys≥aw,czarnecki,MA/752781/2016,2016-11-14,3660.8, ,NIE
,Duda,KA/370535/2016,2016-03-09,"5 010,995",KADRY,nie
hanna,Piotrowska,CZ/295672/2010,2010-07-29T00:00:00,2138.0,CZYSTOå∆,NIE MA
Justyna,Ostrowska,LO/270658/2010,2010-11-06,4614.3,LOGISTYKA,NIE MA
,Kwiatkowska,SP/537698/2018,2018/05/18,4857.0,SPRZEDAØ,FA£SZ
Kazimierz,UrbaÒski  ,SP/577223/2015 ,2015-05-14,5029.5,SPRZEDAØ  ,nie ma
Franciszka,WrÛblewska,SP/775399/2013,2013-01-14,3554.1000000000004,SPRZEDAØ,Tak
Aneta,Olszewska,CZ/143939/2011,2011/02/14,"2 913,7",CZYSTOå∆,nie
Lucjan,SIKORA,KS/957992/2013,2013-09-21T00:00:00,5560.0,KSI GOWOå∆,false
Ireneusz,koz≥owski,MA/526866/2016,2016-03-09,4158.400000000001,MARKETING,Fa≥sz
Kazimiera,Witkowska,IT/335694/2014,2014-02-18T00:00:00,7656.000000000001,IT,true
S≥awomir,Ostrowski,OC/493492/2014,2014-02-18  ,2787.2900000000004,OCHRONA,False
Antonina,Witkowska,MA/708800/2015,2015/03/25,4963.200000000001,MARKETING,NIE
Alojzy,Michalak,SP/535536/2010,,3301.5,SPRZEDAØ,0
Regina,Baran,LO/540311/2015,2015-05-14,3579.444000000001,LOGISTYKA,1
Marzena,MAJEWSKA,MA/443381/2016,2016-11-14,4393.136,MARKETING,tak 
Alicja,MALINOWSKA,LO/361968/2017,2017-10-30,3230.55,LOGISTYKA,false  
wiktor,KrÛl,OC/750269/2009,2009-10-02,3671.1400000000003,OCHRONA,MA
Agnieszka,Pawlak,IT/317952/2011,2011-04-05,8563.5,IT,TAK
Miros≥awa,WÛjcik,CZ/911887/2012,2012-10-06T00:00:00,3151.0,CZYSTOå∆,nie
Alojzy,UrbaÒski ,MA/557226/2016 ,2016-06-17 ,"4 521,440000000001",MARKETING,ma
