first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
Zuzanna,Tomaszewska,MA-901984-2016,2016/01/20,4476.8 PLN,MARKETING,NIE
Włodzimierz,ZIÓŁKOWSKI,SP_228567_2014,2014-02-19,3889.3500000000004 PLN,SPRZEDAŻ,False
Mirosława,Lewandowska,KA/968976/2014,2014-12-16,4784.23 złotych,KADRY,0
Marcin,Wieczorek,LO_219770_2011,2011/05/26   ,4180.572 ZŁ ,LOGISTYKA,Prawda
Michalina,jaworska,ks/670297/2010,2010-01-11T00:00:00,4892.0 PLN,KSIĘGOWOŚĆ ,False
wiesław,Pawłowski,IT/609795/2012,2012-08-18,7517.5 ZŁ,IT,Nie
Marzena,Wróbel,lo/500593/2013,2013-08-03,3643.65 złotych,LOGISTYKA,0
Feliks,Sokołowski,MA/665981/2010,2010-12-27,"5 243,040000000001 zł  ",MARKETING,true
Sabina,Malinowska,LO/767214/2018,2018-08-27T00:00:00,3727.3500000000004 pln,LOGISTYKA,Nie
Daniela,Nowak,LO/311603/2009,2009-11-22,4055.4 PLN ,,Nie
Eugeniusz,Majewski,lo/668536/2014 ,2014-12-16T00:00:00,4136.400000000001 złotych ,LOGISTYKA,NIE
Józefa,Kowalczyk,lo/335173/2011,2011-02-15,4306.5 pln,LOGISTYKA,False
Lidia  ,Nowak,SP/188767/2012,2012-03-21,3597.2999999999997 pln,SPRZEDAŻ,False
LEON,sadowski,oc/959303/2017,2017-10-31,"4 003,1640000000007 zł",,MA
Władysław,Król,lo/439317/2017,2017-12-20,4206.6 zł,LOGISTYKA ,NIE MA
Józef,Gajewski,MA-120310-2016,2016-08-07T00:00:00,4335.36 zł ,MARKETING,NIE MA 
ALEKSANDRA,Wróblewska,sp/193399/2013,2013/03/06,"5 412,99 PLN",SPRZEDAŻ,true
Robert,Bąk,LO/215474/2018,2018-10-16T00:00:00,"4 352,535000000001 ZŁ",LOGISTYKA,
Krzysztof,Jabłoński,lo/500091/2010,2010-09-18,"3 918,7800000000007 pln",LOGISTYKA,Nie
,TOMASZEWSKA ,SP/232852/2017 ,2017-06-03,"4 279,799999999999 PLN",SPRZEDAŻ,Nie
Bernadeta,Wojciechowska,SP/414718/2013,2013-11-11,"3 159,0 zł",SPRZEDAŻ,0
Marcin,Walczak,SP/625663/2012,2012-01-31T00:00:00,4436.549999999999 PLN,SPRZEDAŻ,nie
ZDZISŁAWA  ,woźniak ,sp/881507/2017,2017-12-20,3522.0 pln,SPRZEDAŻ ,
Józef,Jakubowski,LO.136370.2015,2015-12-01T00:00:00,3986.55 ZŁ,LOGISTYKA,False
krzysztof,Kozłowski,LO/173905/2017,2017-10-31,"4 382,1 zł",LOGISTYKA,Fałsz
adela,Wróblewska ,IT/798558/2016,2016/09/26,7670.5 zł,IT,nie
Irena,KWIATKOWSKA,CZ/487749/2009,2009-06-25,2924.0 zł,CZYSTOŚĆ,false
Joanna,walczak,KS-197874-2012,2012-10-07,4446.0 pln,KSIĘGOWOŚĆ,nie ma 
Ludwik,Kucharski,ks/493448/2016,2016-08-07,6083.6 zł,,Nie 
Jarosław,Stępień  ,oc/474412/2016,2016-06-18,"2 726,1300000000006 złotych",OCHRONA,True 
FELIKS,Pawlak,KA_604048_2014,2014-02-19,4645.35 pln,KADRY,NIE MA
Agnieszka     ,PAWLAK,MA/352175/2012,,4867.2 pln,MARKETING,NIE
ROBERT,Michalski,SP/389222/2014  ,2014-09-07,4386.0 PLN,SPRZEDAŻ,NIE MA  
Elżbieta ,Rutkowska,ma/556848/2010,2010-11-07,4465.648000000001 złotych,MARKETING,PRAWDA
Artur,Kwiatkowski,CZ/758615/2016,2016-08-07,"3 283,06 zł",CZYSTOŚĆ  ,Prawda
leokadia,Kamińska ,ks/282897/2013,2013-01-15 ,5255.0 pln,KSIĘGOWOŚĆ,0
Czesław,Zawadzki,LO/560166/2017,2017-09-11 ,4687.105500000001 PLN,LOGISTYKA,1
Bronisław,Krajewski,sp/395900/2015,2015-07-04 ,4444.5 pln,SPRZEDAŻ,0
Aniela,Wieczorek,sp/496190/2013,2013-06-14,5689.200000000001 PLN,SPRZEDAŻ,Tak
Ludwik,Krupa,CZ_151955_2015,2015-10-12T00:00:00,2347.8 ZŁ,CZYSTOŚĆ,0
Karolina,,za/537507/2015,2015-08-23,55947.5 pln,ZARZĄD,FAŁSZ
Roman,Sokołowski,oc/998644/2015,2015-03-26 ,2366.1000000000004 pln,OCHRONA,FAŁSZ
Sylwester,Szulc,MA.346214.2009,2009-06-25,4846.72 PLN,MARKETING,NIE
Sabina,Lewandowska,KA/913060/2010,2010/11/07,"3 315,4500000000003 ZŁ",KADRY,False
,Kowalczyk,sp/459394/2011  ,2011-05-26T00:00:00,5600.1 ZŁ,SPRZEDAŻ,PRAWDA
Marek,Mazurek,MA/449982/2016,2016-06-18T00:00:00,"5 289,6 pln",MARKETING,false
JAN,zając,SP-499209-2009,2009/11/22,"4 828,5 złotych",SPRZEDAŻ,NIE
marta,OLSZEWSKA,lo/404955/2012,2012/08/18 ,3942.6750000000006 PLN,LOGISTYKA,MA
Bogdan,Sikorski,OC/971007/2012,2012-11-26T00:00:00,2681.8 ZŁ,OCHRONA,FAŁSZ
Eugenia,Kamińska,lo/623555/2018,2018-10-16,"3 131,8650000000002 zł",LOGISTYKA,MA
ANDRZEJ,Szulc,SP.591179.2010,,3825.0 pln,SPRZEDAŻ,false
Bronisław,Sokołowski,KS/521283/2013,2013-08-03 ,5415.8 pln,KSIĘGOWOŚĆ,NIE MA
Wojciech,Makowski,IT/641587/2011  ,2011-09-03,8229.1 pln,IT,True
Teresa,WOJCIECHOWSKA  ,MA/605135/2012,2012-08-18,5504.16 zł,MARKETING,Nie
Agata,Dudek,MA-490692-2015,2015/07/04,"4 177,6 pln",MARKETING,NIE MA
Eugeniusz,Wójcik,it/429657/2017,2017-04-14,6969.25 zł,IT,NIE
Wacław,Michalak,KS/967890/2017,2017-02-23,6510.6 PLN ,KSIĘGOWOŚĆ,false
Jerzy,Jasiński,sp/349896/2017,2017-07-23  ,3977.7000000000003 złotych,SPRZEDAŻ,false 
Leszek,Borkowski,lo/402596/2010 ,2010-09-18 ,"3 002,4 złotych",LOGISTYKA,Fałsz
Bernadeta,dudek,ma/376275/2009,2009-10-03,4604.864000000001 pln,MARKETING,Tak
Sylwester,Kwiatkowski,ka/379173/2010,2010-01-11,4176.909000000001 zł,KADRY,TAK
Bogdan,CHMIELEWSKI ,SP/923534/2011,2011/12/12,4200.0 zł,SPRZEDAŻ,0
Natalia,Kowalska ,KA/914082/2016,2016-03-10,3398.0650000000005 złotych,KADRY,false
Joanna,Piotrowska  ,MA_753099_2010,2010-01-11,4208.688000000001 PLN,MARKETING,MA
Alfred,Zalewski,KS/129137/2014,2014-07-19,"4 908,0 PLN",KSIĘGOWOŚĆ,False
Mariola,Zielińska,CZ_371116_2013,2013-11-11,"3 127,52 pln",CZYSTOŚĆ,ma
Magdalena,Jaworska,OC_740832_2011,2011-02-15T00:00:00,3465.4400000000005 złotych,OCHRONA,PRAWDA
Karolina,stępień,SP/831419/2017,2017-04-14,4639.5 pln,SPRZEDAŻ,0
Bogumiła,Zając,SP/711881/2009,2009-11-22,3984.4500000000003 ZŁ,SPRZEDAŻ,False
Bronisława,jaworska,ZA/638793/2016,2016-06-18,72575.0 złotych,ZARZĄD,Fałsz
Stefan,Wysocki,KA/907480/2015,2015-08-23,4419.05 PLN,KADRY,false
Włodzimierz,Sawicki,lo/303215/2017,2017/12/20 ,4447.035 ZŁ,LOGISTYKA,nie ma
WŁADYSŁAW,Mazurek,ma/681034/2014,2014-07-19T00:00:00,3959.6480000000006 ZŁ,MARKETING,ma
Izabela,Adamczyk,sp/271155/2018,2018-08-27T00:00:00,4592.549999999999 pln,SPRZEDAŻ,false 
Mirosław,Szymański,MA/945095/2015,2015-12-01,5488.4800000000005 PLN,MARKETING,nie ma
Ilona,Kamińska,MA/967819/2010,2010-09-18,4627.2 PLN,MARKETING,0
Lucyna,Pawłowska,LO/585367/2013,,4254.228000000001 zł,LOGISTYKA,1
Arkadiusz,Kołodziej,OC/735431/2016 ,2016-09-26T00:00:00,2943.27 ZŁ,OCHRONA,NIE MA
Bernard,Rutkowski,ks/178225/2014,2014/02/19,5396.6 pln,KSIĘGOWOŚĆ,Tak
Magdalena ,Pawłowska,ma/729843/2016,2016-09-26,3612.8 złotych,MARKETING,nie
Alfred,Jankowski,MA/324849/2009 ,2009-11-22,5081.8240000000005 PLN,MARKETING,1
Janusz,pawłowski,SP-255935-2016,2016-06-18,3215.8500000000004 pln,SPRZEDAŻ,Fałsz
ARKADIUSZ,Sokołowski,MA/661665/2009,2009-10-03,3680.0 złotych,MARKETING,FAŁSZ
LEON,wojciechowski,oc/195081/2015,2015-02-04,3254.7790000000005 zł,OCHRONA,tak
Andrzej,Adamski,SP/177686/2016,2016-01-20,"4 375,35 ZŁ",SPRZEDAŻ ,NIE MA
Krzysztof,Wilk,OC/964066/2017 ,2017-06-03,"2 826,197 PLN",OCHRONA ,MA
Piotr,Mazurek,OC/463684/2011,2011-10-23,3573.46 PLN,OCHRONA,nie ma
Marzena,Witkowska,sp/534941/2012,2012/05/10,"5 209,5 ZŁ",SPRZEDAŻ,Nie
Danuta,Szewczyk,ks/882326/2010 ,2010-06-10 ,7456.24 zł  ,KSIĘGOWOŚĆ,TAK
Lidia,Witkowska,MA/556794/2015,2015-07-04,"4 783,68 pln",MARKETING,FAŁSZ
Dariusz,Chmielewski,sp/949574/2017,2017-06-03T00:00:00,4502.52 pln,SPRZEDAŻ,TAK 
KAROL,makowski,lo/273489/2015,2015-02-04,3967.3260000000005 pln,LOGISTYKA,tak  
Ireneusz,Borkowski,ks/289746/2011,2011-12-12T00:00:00,"6 794,0 ZŁ",KSIĘGOWOŚĆ,false
barbara,Krawczyk,LO.374834.2010,2010-07-30,4719.478500000001 PLN,LOGISTYKA,MA
gabriela,Ostrowska,cz/958418/2009,2009-08-14T00:00:00 ,2941.4 PLN,CZYSTOŚĆ,tak
Antonina  ,Jabłońska,KA/624818/2017,2017/09/11,"3 589,025 złotych",KADRY ,Fałsz
eugenia,Grabowska,KS.724640.2017,2017-01-04,6205.1 ZŁ,,True
Antoni,Sokołowski,LO/552465/2011,2011-04-06,4112.91 PLN,LOGISTYKA,Fałsz
Sławomir,Głowacki,CZ/680985/2017,2017-10-31,2913.9 złotych,CZYSTOŚĆ,true
karolina,Dudek,KS/613690/2014,2014-04-10T00:00:00,4734.400000000001 złotych,KSIĘGOWOŚĆ,ma
Antoni,Krupa,MA/550587/2010,2010-04-21,5888.960000000001 zł,MARKETING,Prawda
Władysław ,Baran,KA/485397/2016 ,2016-11-15,3969.2400000000002 ZŁ,KADRY,true
Artur,Wieczorek,CZ/580211/2011,2011-09-03,"3 081,0 pln",CZYSTOŚĆ,FAŁSZ
,MICHALAK ,KS-969184-2010,2010-03-02 ,5016.0 pln,KSIĘGOWOŚĆ,1
Leokadia,malinowska,ZA-319269-2015 ,2015-12-01,95818.25000000001 PLN,ZARZĄD,TAK
Włodzimierz,Kozłowski,OC/852669/2010,2010-04-21T00:00:00,"2 612,5 złotych",OCHRONA,NIE
wanda,Tomaszewska,cz/204729/2014,2014-07-19,"2 751,1000000000004 ZŁ",CZYSTOŚĆ,TAK  
Mariola,Malinowska,it/867953/2012,2012-08-18 ,5508.5 złotych,IT,Fałsz
artur,Wójcik,SP/683814/2011,2011-10-23  ,4651.5 zł,SPRZEDAŻ,NIE MA
Maria,Wójcik,KA/196950/2018,2018-05-19,"3 708,3750000000005 zł",KADRY,TAK 
Bogusława,Malinowska ,ks/646339/2012,2012-03-21T00:00:00  ,5975.200000000001 PLN,KSIĘGOWOŚĆ,Prawda
Tomasz,MALINOWSKI,KA/969070/2015,2015/10/12,5259.615000000001 PLN,KADRY,Fałsz
Emilia,Kamińska,LO/348101/2018,2018-03-30T00:00:00,3589.11 PLN,LOGISTYKA,NIE
JÓZEFA,Wójcik,LO.270189.2014,2014-05-30T00:00:00,4006.8 zł,LOGISTYKA,0
Agnieszka,Tomaszewska,lo/887925/2015  ,2015-07-04,3871.3950000000004 ZŁ,LOGISTYKA   ,MA
dorota,Mazur,SP/567062/2013,,3620.1000000000004 ZŁ,SPRZEDAŻ,1
Franciszek,Nowakowski,cz/236835/2016 ,2016/01/20,2677.0 pln  ,CZYSTOŚĆ  ,Fałsz
Zenon,sawicki,sp/771304/2017,2017-09-11,4080.1499999999996 złotych,SPRZEDAŻ,False
Katarzyna,Grabowska,LO/395944/2011,2011-09-03,4293.0 ZŁ,LOGISTYKA,NIE
Zofia,Dąbrowska  ,SP/190245/2012,2012-11-26T00:00:00,4939.770000000001 PLN,SPRZEDAŻ,Prawda
władysław ,Kucharski,ks/146776/2015,2015-10-12,5495.6 zł,KSIĘGOWOŚĆ ,
Alfreda,Nowicka ,KS.371431.2016,2016-03-10,6320.0 zł,KSIĘGOWOŚĆ,FAŁSZ
Stanisław,Olszewski,ma/234447/2017,2017/10/31,4528.0 pln,MARKETING,FAŁSZ
Mieczysława,Michalska,MA/606695/2011,2011-10-23,4086.8800000000006 zł ,MARKETING,NIE
Izabela,Dąbrowska,SP.989090.2012 ,2012-10-07,"5 006,595000000001 PLN",SPRZEDAŻ,tak
Artur,Witkowski ,KS/911031/2012,,5221.8 PLN,KSIĘGOWOŚĆ ,nie 
Bogusław,Baran ,KA/888480/2014,2014-04-10,4234.445000000001 zł,KADRY,Nie
Mieczysław,Głowacki,SP/678367/2017,2017-04-14,3199.9500000000003 pln ,SPRZEDAŻ,NIE MA
Zygmunt,Zakrzewski,CZ/111207/2014,2014-07-19,2995.3 pln,CZYSTOŚĆ,Prawda
Janina  ,Grabowska,LO-720038-2017,2017-02-23,3815.1000000000004 PLN,LOGISTYKA  ,Nie 
Katarzyna  ,nowak,KA/324673/2011,2011/04/06,4340.2480000000005 ZŁ,KADRY,PRAWDA
Wanda,,it/465273/2013,2013-08-03,"8 314,075 zł",IT,true
Mariusz,Lewandowski,MA/388663/2018,2018-05-19,"3 572,8 pln",MARKETING,nie
,Zalewski,KA-244508-2011,2011/09/03,4608.150000000001 pln,KADRY ,nie
Wacław,wróblewski,sp/743808/2012,2012-03-21,3372.0 zł,SPRZEDAŻ  ,FAŁSZ
Jadwiga,Baran,KA-931252-2012,2012/10/07,"5 405,625 PLN",KADRY,0
Julia ,Zając,za/218963/2015,2015/12/01,78650.0 PLN,ZARZĄD,NIE
Edward,Wasilewski,MA/910174/2012,2012-10-07,4514.400000000001 zł,MARKETING,TAK
maciej ,Zalewski,LO-363483-2017,2017-09-11,5043.06 PLN,LOGISTYKA,tak
Teresa,Kozłowska,ka/300970/2016,2016/09/26 ,4321.400000000001 zł,KADRY,NIE
Lucjan,WASILEWSKI,MA.859906.2015,2015-02-04,5283.360000000001 zł,MARKETING,Fałsz
Alina,KAMIŃSKA,SP/300315/2010,2010-09-18,3487.7999999999997 ZŁ,SPRZEDAŻ,nie
Joanna,piotrowska,KS-282204-2012,2012-01-31,5582.94 złotych,KSIĘGOWOŚĆ,true
Włodzimierz,Marciniak,LO/320740/2010,2010/01/11,4259.25 złotych,LOGISTYKA,nie
Leon,Lewandowski,MA/946036/2016,2016-08-07T00:00:00,"3 540,96 pln",MARKETING,Fałsz
Genowefa,Pawłowska,SP/548314/2012,2012-01-31,4232.85 PLN,SPRZEDAŻ,FAŁSZ  
Leon,Nowakowski,cz/975371/2013,2013-08-03,2136.0 złotych,CZYSTOŚĆ,false
Joanna  ,Wróbel,ma/584884/2014  ,2014-07-19,3805.120000000001 PLN,MARKETING,TAK
WIKTOR,Włodarczyk  ,CZ/562472/2013,2013-01-15T00:00:00,2880.8 pln,CZYSTOŚĆ,False
wojciech,Zakrzewski,SP/975911/2017,2017-12-20T00:00:00,3654.7500000000005 PLN,SPRZEDAŻ  ,Tak
Mariola,KRAWCZYK,LO/105209/2014,2014/05/30,3781.485 złotych,LOGISTYKA,Fałsz
Kazimierz,Kwiatkowski  ,ks/646389/2013,2013-01-15,5764.2 pln,KSIĘGOWOŚĆ ,nie
Iwona,Wróblewska,OC/267664/2011,,3808.2000000000003 PLN,OCHRONA,Nie
Bernard,KAMIŃSKI,LO/756331/2017,,4328.1 PLN ,LOGISTYKA,NIE
marianna,Tomaszewska,sp/759800/2012 ,2012-06-29,3722.4 PLN,SPRZEDAŻ,true
TADEUSZ,Tomaszewski,ka/856759/2012,2012-11-26,4567.54 złotych,KADRY,NIE
Witold,  ,SP_343373_2012,2012-05-10T00:00:00,3268.0499999999997 ZŁ  ,SPRZEDAŻ,NIE
ANNA,Witkowska,lo/139531/2012 ,2012/10/07,"3 224,9745000000003 zł",LOGISTYKA,PRAWDA
ALOJZY ,Sikora,MA/516696/2018,2018-03-30,4170.72 ZŁ,MARKETING,Fałsz
Leszek,Lis,IT/654717/2012,2012-03-21,8445.5 pln,IT ,Fałsz
Paweł,Zieliński,SP/295991/2014,2014-07-19 ,5362.5 złotych,SPRZEDAŻ,MA
lech,Nowakowski,SP/217149/2014,2014-10-27,4616.549999999999 pln,SPRZEDAŻ,nie 
Czesław,Głowacki,CZ.241307.2015 ,2015-03-26,3357.0 zł,CZYSTOŚĆ,NIE MA
MIROSŁAWA,,SP/580022/2013,2013-08-03,"5 116,650000000001 złotych",SPRZEDAŻ,true
Franciszka,Michalak,CZ/560485/2014,2014-02-19,3451.0 zł,CZYSTOŚĆ,NIE
Natalia,Krawczyk,MA_972108_2016,2016-08-07T00:00:00,6108.960000000001 PLN,MARKETING,True
Paweł,Krajewski,LO_314674_2018 ,2018-07-08,4360.5 zł,LOGISTYKA,nie ma
Barbara,Olszewska,LO/238201/2018,2018-10-16T00:00:00,3850.2000000000003 zł,LOGISTYKA,Nie
Julian,Laskowski,MA-263486-2017,2017-02-23,4009.6000000000004 pln,MARKETING,FAŁSZ
EMILIA,Kowalska,KA/702547/2018,2018-03-30,5117.945000000001 zł,KADRY,Nie
Józefa  ,Wiśniewska,KA/326756/2015,2015-02-04,4562.89 zł  ,KADRY,Fałsz  
Sylwester,ZIELIŃSKI,MA_883855_2015,2015-10-12,5489.4400000000005 PLN,MARKETING,0
maciej,Kalinowski  ,LO/501924/2017,2017-06-03,4570.830000000001 złotych,LOGISTYKA,True
Jarosław,Wróbel,SP/468154/2010  ,2010-12-27,3582.15 PLN,SPRZEDAŻ  ,Prawda
Stefania,Rutkowska,SP/245932/2017,2017-12-20,5207.400000000001 pln,SPRZEDAŻ,Tak
roman,Wiśniewski,MA/154309/2016,2016/01/20,5140.8 ZŁ,MARKETING,Fałsz
Tadeusz,Jabłoński,KS/457868/2009,2009-11-22,4816.0 złotych,KSIĘGOWOŚĆ  ,nie ma
MARTA,Nowak ,lo/546483/2018,2018-02-08T00:00:00,3557.2500000000005 ZŁ,LOGISTYKA,False
Władysława,Tomaszewska ,SP_339012_2014,2014-07-19,3318.1499999999996 ZŁ ,SPRZEDAŻ,FAŁSZ
Łucja,Wieczorek ,ma/397074/2017,2017-06-03,5133.92 złotych,MARKETING,True
Mieczysława,STĘPIEŃ,KA/305101/2010,2010/03/02,3884.3 ZŁ,KADRY,nie
Wacław,Król,SP.817616.2011,2011-05-26T00:00:00,3953.1000000000004 ZŁ,SPRZEDAŻ,FAŁSZ
MIECZYSŁAW,Tomaszewski,MA/210722/2014,2014-02-19,"4 328,4800000000005 ZŁ ",MARKETING,false
aneta,JABŁOŃSKA,KA/363711/2014,2014/12/16,4083.4750000000004 zł,KADRY,Tak
,Jabłoński,LO_719969_2013,2013-11-11,4626.450000000001 złotych,LOGISTYKA,NIE MA
wiktoria,adamczyk,KA_174892_2009,2009-06-25,5064.3150000000005 złotych,,Nie
Marian,WOJCIECHOWSKI,ma/448039/2017,2017-07-23,"4 778,400000000001 pln",MARKETING ,True
CZESŁAWA,Pawlak  ,lo/458945/2014,2014-09-07,3456.27 ZŁ,LOGISTYKA,Nie
Feliks,Lis,KS_286143_2012,2012-03-21 ,5288.0 PLN,KSIĘGOWOŚĆ,nie
Agnieszka,Kowalska,ka/216780/2018,2018-10-16,4124.55 pln,KADRY,
Ryszard,krupa,SP-271631-2015,2015-02-04,5240.700000000001 PLN,SPRZEDAŻ,false
Edmund,marciniak,sp/679118/2015,2015-02-04,3754.5 pln,SPRZEDAŻ,FAŁSZ
Stefania,Michalak,IT/675853/2018,2018-07-08,7979.0 złotych,,nie ma
sławomir,Jasiński,sp/183624/2015,,"4 312,5 zł",SPRZEDAŻ,FAŁSZ
Eugenia,Walczak,cz/826375/2013,2013-04-25,2947.0 PLN ,CZYSTOŚĆ,Fałsz
Weronika,Wójcik,LO/677764/2013,2013-01-15T00:00:00,"4 823,428500000001 ZŁ",LOGISTYKA,ma
Cecylia ,Kamińska,IT/982663/2010 ,2010-03-02T00:00:00,6256.5 złotych,IT,Nie
Bernard,Zalewski,SP/857075/2013,2013-01-15,3582.6000000000004 PLN,,NIE 
Barbara,Wróblewska,LO/594810/2014,2014/05/30,3986.4150000000004 złotych,LOGISTYKA,NIE MA
Leon,Pawłowski,CZ/699383/2012,2012-06-29,2924.0 pln,CZYSTOŚĆ,False
jacek,Szulc,SP/576264/2018,2018-10-16,5151.0 złotych  ,SPRZEDAŻ,0
Feliks,Włodarczyk  ,LO/835660/2011,2011-10-23,3203.1450000000004 ZŁ,LOGISTYKA,1
Aneta,Kwiatkowska,LO/989037/2011,2011-09-03,4971.780000000001 PLN,LOGISTYKA,Tak
Aneta,Adamczyk,MA-600730-2012,2012/06/29 ,4852.320000000001 zł,MARKETING,MA
Łucja,Nowicka,MA/479639/2014,2014/10/27,5162.080000000001 złotych,MARKETING,true
Edyta ,Kozłowska,oc/585456/2016,2016-06-18,2690.6000000000004 PLN,OCHRONA ,Fałsz
Gertruda,Wiśniewska,KS-708476-2010 ,2010-07-30T00:00:00,6474.0 złotych,KSIĘGOWOŚĆ,0
Sławomir  ,Tomaszewski ,ZA/203609/2017,2017-12-20,77200.0 złotych,ZARZĄD,Fałsz
Lucyna,Stępień,CZ.180098.2018,2018-10-16T00:00:00,2564.1000000000004 PLN,CZYSTOŚĆ,1
Bernadeta,KRÓL,MA/728039/2016,2016/09/26,5100.4800000000005 ZŁ,MARKETING,TAK
Andrzej,Jakubowski,MA.597311.2014,2014-09-07T00:00:00 ,5356.8 pln,MARKETING,0
Wanda,Jasińska ,CZ_953444_2015,2015-08-23,3077.3 złotych,,NIE
Arkadiusz,  ,CZ/901089/2012,2012-06-29,2381.5 ZŁ,CZYSTOŚĆ,ma
Przemysław,Zakrzewski,ma/300534/2011,2011-02-15,"3 948,8 złotych ",MARKETING,false
JAROSŁAW,Jaworski,MA/249767/2010,2010-04-21T00:00:00,4363.040000000001 pln    ,MARKETING,True
Mieczysław,Ziółkowski,KS/847492/2018,2018-07-08,4227.2 złotych,KSIĘGOWOŚĆ,false
Justyna,Kowalska,MA/253138/2010,2010-03-02,4595.2 złotych,MARKETING,nie ma
Wiesław,Jaworski,ka/255909/2018,2018-10-16,"4 623,960000000001 PLN",KADRY,Prawda
Lucjan,,MA/610326/2017,2017-04-14,4906.880000000001 pln,MARKETING,MA
Julian ,Ostrowski,CZ/830412/2014,2014-12-16,3410.0 PLN,CZYSTOŚĆ,NIE MA
Bogusława,Malinowska  ,ka/152165/2013,2013/09/22 ,4384.95 zł,KADRY,0
Mieczysław,Szczepański,ka/378734/2009,2009-08-14T00:00:00,3814.085 PLN ,KADRY,NIE
zenon,Krupa,KS/372398/2009,2009-11-22T00:00:00,4633.200000000001 pln,KSIĘGOWOŚĆ,Tak
Stanisława,szymańska,MA/170150/2011  ,2011-12-12T00:00:00,4749.536000000001 zł,MARKETING,MA
Zuzanna,Pawłowska,ma/354864/2013,2013-06-14,"3 372,8 złotych",MARKETING,nie ma
,NOWICKA,sp/972062/2016,2016-06-18,4581.0 ZŁ,SPRZEDAŻ,Fałsz 
Kazimierz,Makowski,IT/692699/2016,2016-09-26T00:00:00,6760.0 ZŁ,IT ,0
Artur, ,sp/472903/2017,2017-01-04,4111.5 zł ,SPRZEDAŻ,NIE 
Włodzimierz,górski,it/657758/2015,2015-10-12,5273.25 pln,IT,false
Helena,Majewska,MA/954314/2018,2018-03-30T00:00:00  ,4264.4800000000005 PLN,MARKETING,true
Beata,Król,LO_151523_2016,2016-03-10,4257.495000000001 zł,LOGISTYKA,MA
Ireneusz,Jankowski,KA/806330/2015  ,2015-05-15,4313.650000000001 PLN,KADRY,nie
Alfreda,dąbrowska,MA/424933/2018,2018-08-27T00:00:00,4983.84 PLN,MARKETING,Fałsz
STANISŁAWA,Lewandowska,SP/293457/2015 ,2015-08-23,4418.700000000001 PLN,SPRZEDAŻ ,true
Grażyna,,lo/487044/2011,2011/07/15,3395.25 PLN,LOGISTYKA ,NIE
Feliks ,Kucharski,MA/781449/2015,2015-03-26,5998.080000000001 pln,MARKETING ,True
Romuald,Pietrzak,it/606167/2011,2011-10-23T00:00:00,7559.750000000001 ZŁ ,IT  ,ma
Danuta,Wiśniewska,SP/455405/2017,2017-07-23 ,4558.785000000001 zł,SPRZEDAŻ,True
Władysława ,Wieczorek,KA/868798/2017,2017-02-23T00:00:00,4967.75 ZŁ,KADRY,false
ADELA,Woźniak,SP-374105-2018,2018-05-19 ,3952.0499999999997 ZŁ,SPRZEDAŻ,0
Bronisław,Grabowski,SP/951811/2016,2016-03-10,"4 702,5 PLN",SPRZEDAŻ,
Justyna,Wojciechowska,SP/360953/2010,2010-01-11,"3 369,6000000000004 zł",SPRZEDAŻ ,nie ma
TOMASZ,Adamski,ma/555510/2011,2011/05/26,5131.984000000001 ZŁ ,MARKETING,1
Piotr,Wysocki,LO_526842_2012,2012-10-07T00:00:00,"4 648,05 PLN  ",LOGISTYKA,TAK
Eugeniusz,Dudek,lo/758706/2009,2009-06-25,"2 911,9500000000003 złotych",LOGISTYKA,False
WIKTOR,Zając,KA/655888/2015,2015-12-01,5251.400000000001 złotych,KADRY,MA
Michał,duda,lo/745434/2011,2011-07-15,"3 788,1000000000004 pln ",LOGISTYKA,FAŁSZ 
Antoni ,Baran,it/709807/2010,2010-06-10,7097.750000000001 pln,IT,ma
Jacek ,MICHALAK,cz/401234/2018,2018-02-08,2664.3 zł,CZYSTOŚĆ,false
Beata,Jankowska,IT/489721/2017,2017-01-04,5877.5 ZŁ,IT,NIE
Edward,Laskowski,ma/407893/2009 ,2009-10-03,5176.0 złotych,MARKETING,NIE MA
JÓZEF  ,Szewczyk,LO/535817/2017,2017-09-11,2959.2000000000003 zł,LOGISTYKA  ,FAŁSZ
Marzena,SIKORA,CZ/889418/2016,2016/04/29,3046.2300000000005 PLN,CZYSTOŚĆ,1
Stefan,Wilk,ka/254653/2012,2012-06-29,4363.25 PLN,KADRY,0 
Renata,Krawczyk ,SP/477808/2015,2015-12-01,"5 673,6900000000005 zł",SPRZEDAŻ,Tak
Marcin,górski,MA/153019/2010,2010-12-27 ,"4 884,0 PLN",MARKETING,Prawda
Czesław,Stępień,ma/666104/2012,2012-11-26T00:00:00,"5 799,200000000001 ZŁ",MARKETING,MA
Krzysztof,SAWICKI,lo/826009/2014,2014/10/27,4045.1400000000003 pln,LOGISTYKA ,Fałsz
,Wieczorek,SP/370753/2012,2012-01-31T00:00:00,4779.0 złotych,SPRZEDAŻ,0
joanna,Sikora,KS_179037_2018,2018-03-30  ,7359.000000000001 PLN,KSIĘGOWOŚĆ,tak
KRZYSZTOF ,Zawadzki,ks/776843/2018,2018/05/19,6032.0 złotych,KSIĘGOWOŚĆ ,Nie
FRANCISZKA,Witkowska,MA_267675_2012,2012-03-21,3529.4400000000005 ZŁ,MARKETING,0 
Maria,Kowalska,LO/259012/2010 ,2010/04/21,3319.65 zł,LOGISTYKA ,0
