first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
Antonina,Piotrowska,IT/330204/2017,2017-07-23,6145.0 złotych,IT,NIE
stefan,Sikora,OC.928071.2018,2018-07-08,2965.7100000000005 zł,OCHRONA,1
Zygmunt,Kowalczyk,sp/672036/2014,2014/05/30,"3 615,2999999999997 zł",SPRZEDAŻ ,FAŁSZ
Bogusław,Baran,ks/443498/2017,2017-04-14,6418.0 ZŁ,KSIĘGOWOŚĆ  ,NIE MA
Sławomir,Ziółkowski,CZ-923580-2018,2018/05/19,"2 556,2900000000004 PLN",CZYSTOŚĆ,True
Róża,Szymańska,KA/522578/2013,2013-09-22,"5 053,0 pln",KADRY,NIE
TOMASZ ,Kalinowski,ks/367604/2017,2017-07-23,4495.0 PLN,KSIĘGOWOŚĆ,False
alojzy,Sadowski  ,ka/738504/2017,2017/01/04,5667.249500000001 pln,KADRY,True
Lech,Szczepański,SP_617985_2010,2010-04-21T00:00:00,4348.5 pln,SPRZEDAŻ,FAŁSZ
Małgorzata,Baran,KS/218401/2017,2017-04-14,6428.0 PLN,KSIĘGOWOŚĆ,false
Maria,Grabowska,SP_830459_2015,2015-07-04,4193.25 PLN,SPRZEDAŻ,Nie
Agata,Majewska,MA/781651/2015,2015-10-12,3773.12 złotych,MARKETING,
Maciej,Gajewski,MA_355468_2012,2012-10-07,5502.400000000001 PLN,MARKETING,nie ma
Wiktor ,Kaźmierczak,MA.877007.2016,2016-03-10,5577.6 ZŁ,MARKETING,False
Bronisław,Dudek,LO/843199/2009,2009/08/14,3559.5450000000005 PLN,LOGISTYKA,Tak
Urszula,Jaworska,KA/942108/2016,2016-08-07,4180.66 zł,KADRY,  
Zofia,Dudek,SP_771004_2018,2018-02-08,5230.5 pln,SPRZEDAŻ,0
Przemysław,SZULC,sp/804154/2014,2014-04-10,"3 908,355 zł",SPRZEDAŻ,True
Zygmunt,OSTROWSKI,SP/373106/2013,2013-01-15,4275.0 ZŁ,SPRZEDAŻ,false
Karol,Urbański,oc/532008/2014,2014-04-10,3515.6000000000004 PLN,OCHRONA  ,NIE MA
Witold,Jabłoński,SP/163094/2011,2011-09-03,4334.55 zł,SPRZEDAŻ,True
MIECZYSŁAWA,BARAN  ,SP/263951/2011,2011-10-23,"5 438,400000000001 złotych ",SPRZEDAŻ,ma 
Mieczysław,Szczepański,KS/529068/2012,2012-08-18  ,"6 476,0 pln ",KSIĘGOWOŚĆ,Nie 
marzena,Wróblewska,CZ/948308/2013,,3368.0 ZŁ ,CZYSTOŚĆ,Nie
Sylwester,Piotrowski,SP/453366/2014,2014-02-19,4146.0 zł,SPRZEDAŻ    ,NIE MA
Julian,Duda,KA/693515/2017 ,2017-06-03T00:00:00,"4 997,51 pln",KADRY,nie
Zenon,Marciniak,KS/946452/2009,2009/08/14,4454.0 pln,KSIĘGOWOŚĆ,nie ma
Arkadiusz,Zawadzki,LO_151712_2015,2015-05-15,3578.0400000000004 złotych,LOGISTYKA,0
Henryk,Gajewski,LO.586474.2017,2017-07-23,3198.15 zł,LOGISTYKA  ,
Honorata ,Olszewska,KA/468443/2016,2016/11/15,3755.65 PLN,KADRY,NIE MA
Justyna,Jaworska,oc/168413/2017,2017-07-23,3084.1800000000003 pln,OCHRONA,nie
Piotr,Krawczyk ,KA-100267-2017,2017-12-20,"5 003,400000000001 ZŁ",KADRY,false
bogumiła,Dąbrowska,SP-583235-2013,2013-09-22,"4 775,1 złotych",SPRZEDAŻ,PRAWDA
Justyna,,SP-838334-2012,2012-11-26,4981.65 ZŁ,SPRZEDAŻ,nie ma
Lucjan,Stępień,KS_274928_2018,2018-03-30,5347.8 pln,KSIĘGOWOŚĆ ,nie ma
mirosław,Bąk,OC.479760.2015,2015-12-01  ,2342.8900000000003 pln,OCHRONA,nie ma
,MICHALSKI,LO-137947-2017,2017-07-23 ,"4 349,700000000001 ZŁ",LOGISTYKA,nie ma
artur,Maciejewski ,lo/471163/2010,2010-11-07T00:00:00,3531.3300000000004 PLN,LOGISTYKA,ma
Mariusz,Pawlak,ka/621479/2009,2009-11-22,4556.783 złotych,KADRY,tak
Lidia,Michalak,LO/868692/2015,,3759.0750000000003 złotych,,nie
Katarzyna,Mazur,lo/300700/2016,2016-09-26,"4 329,450000000001 pln",LOGISTYKA,nie ma
KRYSTYNA  ,Adamczyk,KS/692362/2012  ,2012-05-10,5302.880000000001 ZŁ,KSIĘGOWOŚĆ,tak
Bożena,DĄBROWSKA,ks/347967/2015,2015/05/15,6536.0 ZŁ,KSIĘGOWOŚĆ,0
danuta,TOMASZEWSKA,SP/935906/2009,2009/11/22,3718.5 złotych,SPRZEDAŻ,NIE
MONIKA,Zając,KS-458493-2017,2017-01-04 ,4240.0 ZŁ,KSIĘGOWOŚĆ,NIE
Agata ,jasińska,sp/528681/2011,2011-12-12,4302.0 zł,SPRZEDAŻ,nie
Elżbieta,Witkowska,ma/799345/2018,2018-03-30,5504.0 złotych,MARKETING,nie
Rozalia,Witkowska,MA/580441/2015,2015-08-23,"5 235,200000000001 pln",MARKETING,nie
Jerzy,kwiatkowski,SP/909036/2018,2018-02-08,3737.3999999999996 zł,SPRZEDAŻ,nie
WŁODZIMIERZ  ,Rutkowski,lo/271830/2011,2011-09-03,3001.4550000000004 PLN,LOGISTYKA,
Bogumiła,Woźniak,SP/877250/2016,2016-06-18,3996.6000000000004 PLN  ,SPRZEDAŻ,nie
Róża,Górska  ,sp/636631/2017,2017-10-31,4639.5 PLN    ,SPRZEDAŻ,false
Marzena,lewandowska,KS/880346/2012,2012/03/21 ,7186.3 zł,KSIĘGOWOŚĆ,1
HELENA,Ostrowska,CZ.688271.2013,2013-04-25,3418.0 złotych ,CZYSTOŚĆ,NIE MA
Kazimierz,Zakrzewski,sp/278609/2015,2015-02-04,"4 252,950000000001 zł",SPRZEDAŻ,0
CELINA,Górska,KS/428116/2013,2013-01-15 ,5534.2 zł,,FAŁSZ
Ludwik,MACIEJEWSKI,SP/661361/2012,2012-08-18,4762.049999999999 ZŁ,SPRZEDAŻ,nie
MARIOLA,Szewczyk ,KS/195125/2013,2013/09/22,"5 289,2 złotych",KSIĘGOWOŚĆ,nie ma
Halina,Baran,CZ/582536/2012,2012/08/18,3281.0 ZŁ,CZYSTOŚĆ,FAŁSZ
Ireneusz ,Jabłoński,KS/916065/2018,2018/02/08,6910.0 ZŁ,KSIĘGOWOŚĆ,0
Mieczysława ,nowicka,lo/182976/2015,2015-02-04,4490.1945000000005 złotych,LOGISTYKA,PRAWDA
DOROTA,Kaczmarek,ma/345612/2016,2016-03-10,3656.6400000000003 PLN,MARKETING,False
Wojciech,Jabłoński,oc/567414/2010,2010/11/07,"3 674,7700000000004 ZŁ",OCHRONA,true
Natalia,Król,sp/589969/2013,2013-03-06  ,3156.0 zł,SPRZEDAŻ,NIE MA
ANDRZEJ,Kaczmarek,MA/788800/2016,2016-11-15T00:00:00,5788.464000000001 ZŁ,MARKETING,true
Genowefa ,Baran,SP/531892/2011 ,2011-07-15,4891.950000000001 pln,SPRZEDAŻ,nie
TOMASZ,Krupa,SP/786481/2011 ,2011-02-15,"4 763,55 ZŁ",SPRZEDAŻ,
ILONA,WALCZAK,MA/485215/2011 ,2011/05/26,4731.2 ZŁ,MARKETING,0
BOGUSŁAWA,Malinowska,KA.504125.2018,2018-02-08,4440.672500000001 PLN,KADRY,true 
Henryk,Majewski,it/945574/2015,2015/10/12,6109.25 ZŁ,IT,NIE MA
Roman,Mazur,MA/846955/2013,2013-08-03,5483.104000000001 złotych,MARKETING,MA
Dariusz,Jankowski,ZA/859845/2013,2013-09-22T00:00:00,77852.5 zł ,ZARZĄD,Tak
ALEKSANDRA,Jaworska,SP_478676_2013,2013/01/15,"4 747,05 pln",SPRZEDAŻ,true
Justyna,Kamińska,SP/188894/2017,2017-12-20,5619.735000000001 złotych,SPRZEDAŻ,tak
Edward,krupa,SP/497721/2014,2014-07-19T00:00:00,5226.0 zł,SPRZEDAŻ,NIE
Monika,Nowicka,SP/935083/2015,2015-03-26T00:00:00,5091.0 ZŁ,SPRZEDAŻ,false
Eleonora,Olszewska,LO/429443/2015,2015-05-15,3137.4 złotych,LOGISTYKA,0
Hanna,Wróbel,cz/808283/2012,2012-06-29T00:00:00,2837.0 zł,CZYSTOŚĆ  ,NIE
Włodzimierz,Sadowski,SP/184743/2016  ,2016-08-07,4242.75 złotych,SPRZEDAŻ,nie ma
Czesław,Stępień ,KS/182411/2010,2010-01-11T00:00:00,6140.64 pln,KSIĘGOWOŚĆ,PRAWDA  
Bogusława,Nowakowska  ,sp/414494/2017  ,2017-12-20,4694.25 PLN  ,SPRZEDAŻ,
Zdzisław,Ostrowski,ka/416610/2011,2011-10-23,"4 474,7725 PLN",KADRY,True
Aldona,Kowalczyk,MA/536606/2013,2013-01-15,"4 392,960000000001 zł",MARKETING,PRAWDA 
józefa,Kaczmarek,KS/393978/2010,2010/07/30,7167.6 ZŁ,KSIĘGOWOŚĆ,Tak
Jolanta,Król,SP/728501/2018 ,2018-10-16,3520.5 zł,SPRZEDAŻ,FAŁSZ
Ireneusz ,Jasiński,ma/428230/2013,2013-08-03T00:00:00,5168.4800000000005 ZŁ,MARKETING,nie ma
,KOWALCZYK,KS/450662/2014,2014-07-19,4698.0 złotych,KSIĘGOWOŚĆ,nie ma
URSZULA,Wójcik,SP/378384/2016,2016-01-20,4749.1950000000015 zł,SPRZEDAŻ,1
Stanisław,Jaworski,MA/492923/2013   ,2013-09-22,5464.8 złotych,MARKETING,Tak
TOMASZ,Wojciechowski,KA/919360/2017,2017-01-04T00:00:00,"3 957,3050000000007 zł",KADRY,MA
LEON,Nowicki  ,MA/814850/2013,2013-09-22,4619.68 pln ,MARKETING,Nie
Paweł,ADAMSKI,ks/688835/2017,2017-10-31T00:00:00,5388.0 pln,KSIĘGOWOŚĆ,Nie 
Celina ,OLSZEWSKA,LO/912784/2010,2010/06/10,3851.55 pln,LOGISTYKA,Nie
Lech,,MA/436724/2011,2011-12-12T00:00:00,3543.0400000000004 ZŁ,MARKETING,Fałsz
JOLANTA,Nowakowska,LO/572450/2017,2017-10-31,5187.6990000000005 złotych,LOGISTYKA,Tak
Rozalia,Ostrowska,KA/534157/2013,2013-09-22,4353.95 PLN,KADRY,NIE
Andrzej,Nowicki,LO/109253/2017,2017-10-31T00:00:00,"3 650,5350000000003 pln ",LOGISTYKA,Nie
Mariusz,Jasiński,ma/901139/2013,2013-01-15,4867.2 złotych,MARKETING,0
Waldemar,Zając,KS/183613/2014,2014-04-10T00:00:00,4352.0 ZŁ,KSIĘGOWOŚĆ,
alicja,Jankowska,LO/865080/2009,2009-06-25 ,3937.9500000000003 PLN ,LOGISTYKA,nie ma
Zdzisława,Wójcik,ks/773192/2012 ,2012-11-26T00:00:00,6159.2 pln,KSIĘGOWOŚĆ,NIE MA   
RENATA,Mazur,LO-659925-2015,2015-08-23T00:00:00,2947.05 złotych ,LOGISTYKA,nie ma
wiesław,Kamiński,SP/643906/2015,2015-08-23 ,3525.060000000001 zł,SPRZEDAŻ ,Prawda
Zygmunt,Kowalczyk ,SP/475712/2015,2015-03-26,4263.450000000001 złotych,SPRZEDAŻ,False
Włodzimierz,krawczyk,CZ_339019_2012,2012-11-26,"3 382,3 pln",CZYSTOŚĆ,Fałsz
SABINA,Lewandowska,KS/922477/2016,2016/09/26,5044.820000000001 zł,KSIĘGOWOŚĆ,tak
Mirosław,Woźniak,LO_901130_2010,2010-12-27,4699.35 ZŁ,LOGISTYKA,0
Wiktor,Wójcik,LO/138292/2015  ,2015-02-04,4058.1000000000004 zł,LOGISTYKA,Nie
Agata,Malinowska,ZA/999331/2010,2010-12-27,451935.00000000006 pln,ZARZĄD ,1
krzysztof,ADAMCZYK,KA/927536/2015  ,2015-07-04,3287.705 ZŁ,KADRY,False
Helena,jabłońska,KA/639586/2010,2010/03/02,3273.755 ZŁ  ,KADRY,False
Bogdan,Jakubowski ,SP/709835/2018,2018-05-19,4854.3 pln,SPRZEDAŻ,1
Stanisława,Stępień,ka/355214/2018,2018-07-08T00:00:00,"5 157,625 złotych",KADRY ,tak 
ADAM,Król,SP/230527/2010,2010-03-02,5095.5 PLN,SPRZEDAŻ,NIE
MIROSŁAW,,oc/172169/2017,2017-09-11,2590.5 złotych,OCHRONA,nie
Adam,Olszewski ,KA/774976/2018,2018-05-19,5080.900000000001 ZŁ,KADRY,tak
Bogusława,dudek,sp/389875/2010,2010-03-02  ,4679.400000000001 ZŁ,SPRZEDAŻ,True
Honorata,Wróbel,cz/544536/2012,2012-06-29,2554.5 ZŁ,CZYSTOŚĆ,Fałsz
Zbigniew,zieliński,OC/640550/2011,2011-10-23T00:00:00,3290.1000000000004 złotych,OCHRONA,
Emilia,Majewska,sp/757694/2011  ,2011-12-12T00:00:00,3504.6000000000004 pln,SPRZEDAŻ,true
Wacław,SZEWCZYK,OC/802449/2011,2011-09-03,3117.4 ZŁ,OCHRONA,NIE
Wojciech,Olszewski,KS_481158_2011,2011-02-15T00:00:00,5212.0 pln  ,KSIĘGOWOŚĆ,FAŁSZ
Kazimierz ,Krawczyk,sp/512622/2013,2013-09-22,4039.2000000000003 zł,SPRZEDAŻ,tak
Jarosław,Sobczak,KS-608423-2016 ,,6305.200000000001 ZŁ,KSIĘGOWOŚĆ,TAK
Leszek,Bąk,ma/725375/2016,2016-08-07T00:00:00,3916.0000000000005 złotych,MARKETING,ma
Zygmunt,Krupa,KS/129555/2016,2016-01-20T00:00:00,4348.2 zł,KSIĘGOWOŚĆ,false
lidia,jankowska,SP-641028-2016,2016-11-15,3498.0000000000005 zł ,SPRZEDAŻ,MA
,Makowski  ,KS/682428/2009,2009-06-25 ,6924.0 złotych,KSIĘGOWOŚĆ,Fałsz
józefa ,Majewska,ks/624290/2013,2013/12/31,7249.000000000001 zł,KSIĘGOWOŚĆ,1
stanisław ,Michalak,ka/811146/2011,2011/02/15,3895.305 PLN,KADRY,nie
Maria,Witkowska,SP/137571/2016,2016-08-07,5112.0 PLN,SPRZEDAŻ,false
,Dąbrowska,KA/974500/2010,2010-12-27,3373.8849999999998 PLN,KADRY,FAŁSZ
Cezary,Górski,ZA/787845/2009,,84980.5 pln,ZARZĄD,
Natalia  ,Krawczyk,MA/393790/2012,2012-11-26,4355.2 zł,MARKETING,NIE
Marzena,MICHALAK,LO/837769/2018,2018-08-27,3750.0300000000007 ZŁ,LOGISTYKA ,nie ma
ROMAN,Jasiński,SP/955997/2012 ,2012-05-10,"3 358,5 pln",SPRZEDAŻ,NIE MA
Mirosław,Sikorski,OC/983691/2010  ,2010-03-02,"3 466,21 złotych",,FAŁSZ
Alfred ,Jankowski,KA_741468_2014,2014/05/30,"4 866,6900000000005 PLN",KADRY  ,false
Maria,Dąbrowska,CZ-186916-2018,2018-10-16,3261.4 pln,CZYSTOŚĆ,0
Krystyna,Jankowska,CZ/523218/2013,2013-06-14,2521.1 pln ,CZYSTOŚĆ,0
JADWIGA,Pawlak,CZ-564120-2017,2017-07-23,"3 362,0 PLN",CZYSTOŚĆ,False
Jarosław,Wróbel,KS/225531/2012,2012-01-31,"4 595,0 zł",KSIĘGOWOŚĆ,Fałsz 
Antonina,,ma/689612/2015,2015/12/01,"4 557,76 ZŁ",MARKETING,Fałsz
Ludwika,Wójcik,ks/937330/2015,2015/05/15,5313.44 zł,KSIĘGOWOŚĆ,tak
AGATA,Pawłowska,za/333057/2010,2010/09/18,"68 165,0 zł",ZARZĄD,False
Przemysław,Jankowski,SP_896412_2010  ,2010-09-18  ,4665.15 PLN,SPRZEDAŻ ,FAŁSZ 
Tomasz,Stępień,sp/761734/2016,2016-08-07,5211.9 złotych,SPRZEDAŻ,NIE
artur,Król,CZ/306067/2011,2011-09-03 ,2872.1000000000004 PLN,CZYSTOŚĆ,ma
iwona,Zielińska,LO/285409/2017,,3911.4900000000002 ZŁ,LOGISTYKA ,Tak
Łucja,Zając,ks/106997/2010,2010/04/21,5890.8 PLN,KSIĘGOWOŚĆ,nie
Danuta,Jabłońska,LO/976203/2011 ,2011-07-15,"3 362,0400000000004 ZŁ",LOGISTYKA,False
Michał,Stępień,ma/215714/2017,2017-09-11   ,"5 566,400000000001 zł",MARKETING,FAŁSZ
Stefania  ,Malinowska  ,MA.197223.2015,2015-12-01,5039.936000000001 PLN,,ma
Stanisława,Szymańska,SP/193484/2015,2015-03-26,3250.5 złotych,,0
Marta,Zając,LO/403442/2015,2015/05/15,4270.05 zł,LOGISTYKA,nie
Grzegorz,LEWANDOWSKI,LO/961027/2015,2015-05-15,4525.200000000001 złotych,LOGISTYKA,Fałsz
Ryszard,Sadowski,KA/630040/2014,2014-07-19,5958.975 złotych,KADRY,Tak
Julia,Dudek,MA/260144/2013 ,2013/12/31,4912.96 złotych,MARKETING,NIE
Wojciech,Włodarczyk,KS/173561/2017    ,2017-01-04,5378.34 ZŁ,KSIĘGOWOŚĆ,true
Leokadia,woźniak,KS/211742/2010,2010-07-30,4298.0 zł,KSIĘGOWOŚĆ,0
Aleksander,Kamiński,oc/864904/2011 ,2011-04-06,2311.76 złotych,OCHRONA, 
Celina,Nowakowska,it/340592/2012,2012-10-07,5450.0 PLN,IT,nie ma
ANDRZEJ,Kaczmarek,MA-788800-2016,2016-11-15T00:00:00,5788.464000000001 ZŁ,MARKETING,true
Alojzy,Zając,it/912641/2014,2014/02/19,8735.0 PLN ,IT,nie
Romuald,SIKORSKI,SP/812548/2009,2009-10-03,"3 998,8500000000004 złotych",SPRZEDAŻ,NIE MA
JERZY,Sawicki,MA-976674-2012, ,3742.4 pln  ,MARKETING,NIE MA
józefa,Szewczyk,MA-289515-2010,2010-04-21T00:00:00,"3 957,008000000001 ZŁ",MARKETING,TAK
Ryszard,Chmielewski,ka/128321/2009,2009/08/14,4324.5 złotych,KADRY,Fałsz
Feliks,Wiśniewski,MA/917321/2011,2011-09-03T00:00:00,5257.92 pln,MARKETING ,False 
Stanisława,Kowalska,ma/239361/2009,2009-08-14,5475.360000000001 PLN,MARKETING,MA
,Nowak  ,CZ/562973/2012,2012-03-21T00:00:00,2623.5 zł,CZYSTOŚĆ,true
Bożena,Wiśniewska,ka/652336/2012,2012-11-26,4849.02 ZŁ,KADRY,ma
Zenon ,Szewczyk,sp/597122/2017,2017-02-23 ,3842.355 złotych,SPRZEDAŻ,tak
Edward,malinowski,LO/208138/2014,2014-05-30,"4 954,851000000001 złotych",LOGISTYKA,TAK
Zygmunt ,Sawicki,sp/551617/2015,2015-05-15,4553.25 PLN,SPRZEDAŻ,FAŁSZ
Grażyna,Górska,KA/853902/2016,2016-08-07,3394.5 PLN,KADRY,NIE MA
Marcin ,Głowacki,IT/862581/2010,2010-03-02,8135.0 PLN,IT,nie ma
Zdzisław,Wieczorek,lo/490094/2015,2015-10-12T00:00:00,"3 268,485 złotych",LOGISTYKA ,Fałsz
Michał,GAJEWSKI ,LO/180252/2014,2014-07-19,"3 920,4 PLN",LOGISTYKA,Fałsz
Łucja,Kaczmarek,OC-940587-2017,2017-02-23,2553.1000000000004 złotych  ,OCHRONA,TAK
Ryszard,mazurek,SP/797655/2013,2013-11-11,3516.15 złotych,SPRZEDAŻ,PRAWDA
Marta,Zając,KS-176971-2016  ,2016-01-20,5383.2 PLN ,KSIĘGOWOŚĆ,false
Cezary ,Marciniak,KA/918903/2017,2017-04-14,"4 576,0495 złotych",KADRY,ma
Jolanta,Jabłońska,SP.109200.2011,2011/07/15,3921.7200000000007 ZŁ,SPRZEDAŻ,Prawda
Henryk,mazur,sp/269093/2017 ,2017-07-23,4148.595 ZŁ,SPRZEDAŻ,true
Wiesława,Dudek,ka/903817/2016,2016-06-18,4328.995000000001 pln,KADRY,True
marek,Dudek,ka/765186/2011,2011-02-15T00:00:00,"3 916,8965000000007 pln",KADRY,
Kazimierz,Dudek,sp/472814/2017,2017-10-31,5148.0 PLN,SPRZEDAŻ,False
,Zielińska,lo/817751/2017,2017/12/20 ,3969.135 zł,LOGISTYKA,FAŁSZ 
Hanna  ,Jasińska,CZ/586378/2017,2017-02-23,2296.0 pln,CZYSTOŚĆ,FAŁSZ
bożena,Dąbrowska,ka/272695/2009 ,2009-08-14,5021.535 ZŁ,KADRY ,nie
cezary,zalewski,SP_390025_2018,,"3 874,9500000000003 zł",SPRZEDAŻ,Nie
Ilona,Jasińska,MA/653621/2018,2018-10-16,4144.8 PLN,MARKETING,0
Władysława,Malinowska,KS/165674/2017,2017-01-04T00:00:00,4412.0 ZŁ,KSIĘGOWOŚĆ,False
DOROTA,szymańska,SP-548803-2013,2013-03-06,5644.155 złotych,SPRZEDAŻ,Prawda
Marek,GRABOWSKI,SP/804110/2011,2011-09-03,4575.450000000001 złotych, ,Prawda
Eugenia,Michalak  ,SP-856105-2016,2016/11/15,"4 069,5 PLN",SPRZEDAŻ,FAŁSZ
RÓŻA,Majewska,MA/618440/2010,2010-01-11,5145.6 zł,MARKETING ,FAŁSZ
Jacek,Kozłowski,SP/427161/2010,,5098.5 PLN,SPRZEDAŻ,nie ma
karolina,kaczmarek,SP-542018-2014,2014-07-19,4492.200000000001 pln,SPRZEDAŻ,NIE
Rozalia,Dudek ,za/861919/2018 ,2018-08-27,58250.0 złotych,ZARZĄD,false
Marian,Mazurek,SP/983807/2018,2018-03-30T00:00:00,"5 043,0 pln",SPRZEDAŻ,nie
Stanisława,krawczyk,KS.732732.2016,2016-04-29,5508.8 ZŁ,KSIĘGOWOŚĆ,false
Karolina ,,KS/869240/2012,2012-03-21,6829.24 ZŁ,KSIĘGOWOŚĆ,1
Jacek,krupa,SP/558361/2010,2010/01/11,3990.0 PLN,SPRZEDAŻ,FAŁSZ
Renata,Kaczmarek,KS/836342/2009,2009-10-03T00:00:00,6804.6 ZŁ,,Prawda
Włodzimierz,Walczak,MA_423698_2015  ,2015-12-01,"5 331,68 PLN",MARKETING,
Arkadiusz,Kowalczyk,MA/234316/2018,2018-08-27,3958.4 pln,MARKETING,  
Karolina,Pawłowska,OC/657417/2009,2009-11-22,3235.5400000000004 PLN,OCHRONA,ma
,MALINOWSKA,SP/178028/2012,2012-03-21,4405.35 złotych,SPRZEDAŻ,false
sylwester,Lis,KS/238822/2010,2010/07/30,"6 228,6 ZŁ",KSIĘGOWOŚĆ,false
Celina,Jankowska,MA/435672/2015,2015/07/04,4341.12 zł,MARKETING,Fałsz
Zdzisława,Lewandowska,LO/107149/2015 ,2015-12-01,3444.12 pln,,Fałsz
SYLWIA,Majewska,ks/984410/2011,2011-04-06,"5 711,200000000001 złotych",KSIĘGOWOŚĆ,Prawda
,Jasińska,CZ-486099-2017,2017-09-11,3620.1000000000004 zł,CZYSTOŚĆ,ma     
antoni,KUBIAK,LO/138495/2017,2017/02/23,4649.9400000000005 zł,LOGISTYKA,NIE
ALDONA ,Kwiatkowska,MA/423765/2014,2014/07/19,3592.96 złotych,MARKETING,nie
WIKTOR,Król ,SP/264306/2012,2012-06-29  ,"3 489,0 ZŁ",,Fałsz
Małgorzata ,Sikora,ma/997166/2016, ,"3 409,6000000000004 złotych",MARKETING,NIE MA
Dariusz,Wysocki,cz/301957/2017,2017/07/23,"3 165,8 złotych",CZYSTOŚĆ,False
Wojciech,Malinowski,LO.813862.2011,2011/10/23,4052.5650000000005 ZŁ,LOGISTYKA,TAK
Kazimierz,SZULC,cz/635031/2017,2017-02-23,3253.7 PLN,,Nie
Halina,Zając,sp/809917/2016,2016/09/26,4652.4 złotych,SPRZEDAŻ,NIE MA 
Aleksandra,ZAJĄC,MA-504246-2011,2011/12/12,3406.4 pln,MARKETING,Nie
Lucjan,Rutkowski,IT.997147.2010,2010/07/30,"7 845,5 PLN",IT,0
JUSTYNA ,Szewczyk,MA/675139/2013,2013-06-14,3786.6400000000003 pln,MARKETING,ma
Jarosław,,ks/734526/2010,2010-04-21T00:00:00,"7 645,22 PLN",KSIĘGOWOŚĆ,MA
Roman,,LO/625465/2010,2010-11-07,2921.4 zł,LOGISTYKA,false
ZDZISŁAWA,Witkowska,ks/129450/2015,2015-12-01,5232.2 złotych,KSIĘGOWOŚĆ,NIE MA
józefa,Lewandowska,IT_969169_2018,2018/03/30 ,6249.5 złotych,IT,0
karolina,Pietrzak,KS/266017/2012,,6149.8 złotych,KSIĘGOWOŚĆ,NIE MA
Iwona,ADAMCZYK,LO/465144/2013,2013-12-31,4283.82 pln,LOGISTYKA,Nie 
Alojzy,Michalak,KS/437364/2011,2011-12-12,6890.400000000001 pln,KSIĘGOWOŚĆ,True
Mieczysława ,nowicka,LO/182976/2015,2015-02-04,4490.1945000000005 złotych,LOGISTYKA,PRAWDA
Stanisław,Baran,MA/984242/2015,2015-07-04T00:00:00,5700.640000000001 ZŁ ,MARKETING,True
Bolesław,Nowakowski,LO/427614/2017 ,2017-12-20,3754.3500000000004 zł,LOGISTYKA,nie ma
JANINA,Mazur,ka/213703/2017  ,2017/06/03,4713.8135 zł,KADRY,Tak
Dariusz,Rutkowski,ka/427790/2013,2013-11-11,5092.664500000001 ZŁ,KADRY,tak 
Eleonora,Pietrzak,MA/138249/2009,2009-11-22,"4 030,4000000000005 zł",MARKETING,ma
roman,makowski,LO/663455/2017,2017-12-20,3578.8500000000004 PLN,LOGISTYKA,true
Eugenia  ,Kwiatkowska,SP_953441_2009,2009-06-25,5228.700000000001 zł,SPRZEDAŻ,0
Genowefa,Woźniak,lo/959939/2016,2016-03-10T00:00:00,4417.200000000001 PLN,LOGISTYKA,nie
wioletta,Piotrowska ,LO/978234/2018,2018-02-08,3627.7065000000007 pln,LOGISTYKA,true
Bernadeta,Jasińska,SP/181027/2012,2012-05-10T00:00:00,4228.950000000001 pln,SPRZEDAŻ , 
Alfred ,Szczepański,SP/419521/2011,2011/05/26,"5 329,5 złotych",SPRZEDAŻ,Prawda
Marzena,kozłowska,MA-317710-2014,2014-05-30,5798.672000000001 złotych,MARKETING ,
Alina,Majewska,SP/957864/2017,2017-09-11,3979.5 zł,SPRZEDAŻ,false
Cecylia,Wróblewska,KS-111618-2010,2010-04-21T00:00:00,6742.8 zł ,KSIĘGOWOŚĆ,nie ma  
Anna,Majewska,MA/900538/2012,2012-01-31,5755.024 złotych,MARKETING,PRAWDA
Cecylia,majewska  ,KA/740017/2016,2016-01-20T00:00:00,"3 916,85 PLN",KADRY,nie ma
FRANCISZKA,Pawlak,ma/593881/2016,2016-06-18,"4 092,8 pln",MARKETING,NIE
czesława,Król,KA/248766/2014,2014-07-19T00:00:00,4499.650000000001 ZŁ,KADRY,False
Bernard,Zakrzewski,ma/499616/2012,2012-10-07,"3 889,12 pln",MARKETING,nie
Regina,Wojciechowska,ka/656981/2011,2011-04-06,3744.955 PLN,KADRY,FAŁSZ
ZUZANNA,Rutkowska,sp/773811/2015,2015-03-26,3519.8999999999996 pln,SPRZEDAŻ,Nie
bernard,szulc,SP_445344_2010,2010-09-18,4782.0 pln,SPRZEDAŻ ,Fałsz
Weronika,pietrzak,LO/217506/2013,2013-08-03  ,"4 204,035000000001 złotych",LOGISTYKA  ,True  
Alicja,Ostrowska,LO/691602/2010,2010-03-02 ,"3 495,9870000000005 złotych",LOGISTYKA,TAK
Janina,,SP/349210/2012,2012-08-18,3217.5 ZŁ,SPRZEDAŻ,False
Ryszard,CHMIELEWSKI,IT/878160/2015,2015-03-26T00:00:00,"6 370,5 zł  ",IT,NIE
Czesława,Michalak,MA.745784.2010 ,2010-11-07T00:00:00  ,4936.32 ZŁ,MARKETING,False
Dariusz,Dąbrowski,ma/324146/2016,2016/06/18,4054.4 pln,MARKETING  ,FAŁSZ  
Zygmunt,Górski,SP/963965/2013,2013/12/31,4864.860000000001 ZŁ,SPRZEDAŻ ,True
Barbara,Piotrowska ,cz/860618/2010,2010-06-10,"2 316,6000000000004 ZŁ",CZYSTOŚĆ,MA
